Company ISIN,Company Name,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
US6200763075,Airwave Solutions,,,,0.0,,0.166666666666667,0.2,0.0,0.666666666666667,0.5,1.0,0.333333333333333,1.0,0.5,,,,
JP3119600009,Ajinomoto,,,,1.0,1.0,0.0,0.777777777777778,0.826086956521739,0.777777777777778,0.617647058823529,0.769230769230769,0.722222222222222,0.822222222222222,0.875,0.789915966386555,0.731481481481482,0.78740157480315,0.692307692307692
US00971T1016,Akamai,0.666666666666667,1.0,0.8,1.0,0.851851851851852,0.855072463768116,0.797979797979798,0.842931937172775,0.855140186915888,0.828729281767956,0.808743169398907,0.822115384615385,0.869565217391304,0.932614555256065,0.911854103343465,0.924901185770751,0.861016949152542,0.847133757961783
TRAAKBNK91N6,Akbank,,,,,1.0,0.75,0.2,0.444444444444444,0.583333333333333,0.363636363636364,0.5,0.55,0.666666666666667,0.534883720930233,0.458333333333333,0.481481481481482,0.571428571428571,0.666666666666667
NO0010345853,Aker BP,,,,,,,,,,,,,,0.666666666666667,1.0,0.8,1.0,1.0
NL0013267909,AkzoNobel,0.333333333333333,0.285714285714286,0.3,0.555555555555556,0.707317073170732,0.553191489361702,0.614285714285714,0.687150837988827,0.701388888888889,0.726256983240223,0.724719101123595,0.738853503184713,0.768707482993197,0.763157894736842,0.797833935018051,0.727272727272727,0.755639097744361,0.724358974358974
KW0EQ0100010,Al Ahli Bank of Kuwait,,,,,1.0,,,0.0,0.8,0.444444444444444,0.857142857142857,0.666666666666667,0.8,0.7,0.625,0.538461538461538,0.571428571428571,0.666666666666667
SA15GG53GHH3,Al Elm Information Security Company,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,
SA0007879055,Al Jazira Bank,,,,0.0,0.0,,0.0,,1.0,0.5,,0.333333333333333,0.333333333333333,0.4,0.666666666666667,,1.0,1.0
SA0007879113,Al Rajhi Banking,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.666666666666667,1.0,0.666666666666667,0.5,0.705882352941177,0.944444444444444,0.727272727272727,0.789473684210526,0.25
ID1000111305,AlamTri,,,,,,,,,,,,,,,,,,1.0
CA0115321089,Alamos Gold,,,,,,,,,1.0,,,0.5,0.8,0.5,0.7,0.8,1.0,0.25
US0130911037,Albertsons Companies,0.5,0.272727272727273,0.307692307692308,0.551724137931034,0.357142857142857,0.43859649122807,0.466666666666667,0.554913294797688,0.533653846153846,0.528497409326425,0.479768786127168,0.535483870967742,0.6,0.526315789473684,0.553846153846154,0.550675675675676,0.540229885057471,0.508333333333333
KYG022421088,Alchip,,,,,,,,0.5,,1.0,,,1.0,,1.0,,,1.0
AEA002001013,Aldar Holding,,,,,,,,,,1.0,,,,,0.666666666666667,0.583333333333333,0.5,0.5
US0152711091,Alexandria Real Estate Equities,,,,,,0.0,,1.0,0.833333333333333,0.8,0.75,0.333333333333333,1.0,1.0,0.9,,1.0,0.0
SE0000695876,Alfa Laval,0.0,,,,0.916666666666667,0.75,0.666666666666667,0.619047619047619,0.828571428571429,0.725,0.793103448275862,0.694444444444444,0.711538461538462,0.8,0.771428571428571,0.855855855855856,0.794642857142857,0.843373493975904
MXP000511016,Alfa SA,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0
ID1000128705,Alfamart,,,,,,,,,,0.0,,,0.75,1.0,0.8,0.785714285714286,0.833333333333333,0.875
KYG017191142,Alibaba Group,1.0,1.0,0.6,0.666666666666667,0.8,0.769230769230769,0.785714285714286,0.866666666666667,0.897959183673469,0.835820895522388,0.805194805194805,0.85,0.715384615384615,0.669421487603306,0.66793893129771,0.700636942675159,0.711864406779661,0.652173913043478
US0162551016,Align Technology,,,0.333333333333333,0.333333333333333,0.428571428571428,0.333333333333333,0.6,0.6,0.545454545454545,0.755555555555556,0.446808510638298,0.836734693877551,0.898058252427185,0.833887043189369,0.824657534246575,0.684981684981685,0.596875,0.593939393939394
SA122050HV19,Alinma Bank,,,,,0.0,,1.0,,1.0,1.0,0.75,1.0,0.75,0.666666666666667,1.0,0.833333333333333,0.6,1.0
INE540L01014,Alkem Laboratories,,,,,0.833333333333333,1.0,1.0,1.0,0.4,0.555555555555556,0.857142857142857,0.727272727272727,0.8,0.804878048780488,0.666666666666667,0.6,0.689655172413793,0.636363636363636
IE00BFRT3W74,Allegion,,,,,,,0.333333333333333,0.529411764705882,0.545454545454545,0.606060606060606,0.761904761904762,0.627906976744186,0.728813559322034,0.697916666666667,0.858974358974359,0.876712328767123,0.771428571428571,0.697674418604651
LU2237380790,Allegro,,,0.0,,1.0,,0.0,0.75,1.0,0.8,0.25,1.0,1.0,0.909090909090909,0.882352941176471,0.888888888888889,0.793103448275862,0.736842105263158
US0188021085,Alliant Energy,1.0,1.0,1.0,0.4,0.5,0.666666666666667,0.666666666666667,0.6,0.633333333333333,0.696969696969697,0.80952380952381,0.928571428571429,0.566666666666667,0.466666666666667,0.367647058823529,0.324324324324324,0.535714285714286,0.1875
DE0008404005,Allianz,0.5,,0.444444444444444,0.538461538461538,0.755555555555556,0.655172413793103,0.708860759493671,0.768472906403941,0.756457564575646,0.723958333333333,0.716494845360825,0.76545842217484,0.77037037037037,0.797743055555556,0.784832451499118,0.806830309498399,0.771300448430493,0.731958762886598
US0200021014,Allstate,0.58,0.595744680851064,0.450704225352113,0.40495867768595,0.446540880503145,0.649193548387097,0.632098765432099,0.642156862745098,0.637323943661972,0.61038961038961,0.624444444444444,0.589912280701754,0.569354838709677,0.539930555555556,0.521788990825688,0.524714828897338,0.599137931034483,0.497872340425532
SA000A0ETHT1,Almarai,,,,,0.666666666666667,0.777777777777778,0.666666666666667,0.6875,0.941176470588235,0.741935483870968,0.888888888888889,0.8125,0.857142857142857,0.808510638297872,0.863636363636364,0.865671641791045,0.875,0.6
US02043Q1076,Alnylam,,,,,,,1.0,0.0,1.0,0.857142857142857,0.666666666666667,1.0,0.75,1.0,0.772727272727273,0.722222222222222,0.644444444444444,0.785714285714286
US8716071076,Alpha Synopsys,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0
US02079K3059,Alphabet (GB),,,,,,,1.0,1.0,,0.666666666666667,0.75,0.7,1.0,0.7,0.777777777777778,0.9,0.5,1.0
CA0213611001,AltaGas,,1.0,,1.0,1.0,0.5,0.333333333333333,0.0,0.6,0.2,0.3,0.0,1.0,0.666666666666667,0.888888888888889,0.888888888888889,0.625,1.0
KR7196170005,Alteogen,,,,,,,,,,,,,,,0.0,,,
US02209S1033,Altria,1.0,0.875,0.689655172413793,0.555555555555556,0.607843137254902,0.638297872340426,0.810126582278481,0.774193548387097,0.771186440677966,0.703296703296703,0.698412698412698,0.632911392405063,0.702127659574468,0.699115044247788,0.740384615384615,0.709677419354839,0.769230769230769,0.621621621621622
CNE1000000T0,Aluminum Corporation of China,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,
ES0109067019,Amadeus,1.0,0.333333333333333,0.5,0.4,0.785714285714286,0.666666666666667,0.583941605839416,0.724867724867725,0.757425742574257,0.794759825327511,0.818181818181818,0.774603174603175,0.843085106382979,0.826219512195122,0.853658536585366,0.798816568047337,0.86027397260274,0.851851851851852
US0231351067,Amazon,0.567901234567901,0.652892561983471,0.584615384615385,0.506024096385542,0.74573055028463,0.673988439306358,0.625909752547307,0.636611092208234,0.671079429735234,0.730156321141296,0.733806082094641,0.750222561363347,0.758993902439024,0.69844196218776,0.743808912463259,0.658891409409212,0.65433218110727,0.625298930144745
MYL1015OO006,Ambank Group,,0.0,0.0,1.0,1.0,1.0,0.333333333333333,0.461538461538462,0.571428571428571,0.48,0.388888888888889,0.678571428571429,0.666666666666667,0.583333333333333,0.538461538461538,0.719298245614035,0.625,0.647058823529412
BRABEVACNOR1,Ambev,,,,1.0,,1.0,0.688259109311741,0.761333333333333,0.795252225519288,0.8558352402746,0.8484375,0.854897218863362,0.89041095890411,0.864565587734242,0.856109324758842,0.868518518518518,0.828977272727273,0.828971962616822
INE079A01024,Ambuja Cements,,,1.0,,0.705882352941177,1.0,0.833333333333333,0.833333333333333,0.75,0.5,0.789473684210526,0.826086956521739,0.888888888888889,0.542857142857143,0.814814814814815,0.636363636363636,0.666666666666667,0.5
JE00BJ1F3079,Amcor (GA),,,,,,,,,,,,,,1.0,,,0.0,
US0236081024,Ameren,0.0,,0.333333333333333,0.0,0.8,0.5,0.764705882352941,0.857142857142857,0.787878787878788,0.837837837837838,0.757575757575758,0.794871794871795,0.947368421052632,0.888888888888889,0.842105263157895,0.865671641791045,0.678571428571429,0.558823529411765
US0255371017,American Electric Power,1.0,1.0,0.625,0.714285714285714,0.8,0.636363636363636,0.814814814814815,0.708333333333333,0.743589743589744,0.8125,0.666666666666667,0.775,0.808510638297872,0.711864406779661,0.818181818181818,0.802083333333333,0.452631578947368,0.322222222222222
US0258161092,American Express Global Business Travel,,,,,,,,0.666666666666667,0.465909090909091,0.355371900826446,0.447368421052632,0.521739130434783,0.738255033557047,0.731292517006803,0.692622950819672,0.73542600896861,0.835820895522388,0.76027397260274
US0259321042,American Financial Group,,,,,,0.5,0.0,1.0,0.0,1.0,1.0,0.666666666666667,1.0,0.5,1.0,1.0,0.666666666666667,0.75
US0304201033,American Water,0.5,0.5,0.666666666666667,0.75,0.5,0.545454545454545,0.419354838709677,0.256410256410256,0.568627450980392,0.479166666666667,0.515151515151515,0.607142857142857,0.666666666666667,0.754385964912281,0.719298245614035,0.806451612903226,0.5,0.730769230769231
AEE01135A222,Americana Restaurants,,,,,,,,,,,,,,,,0.555555555555556,0.3,0.5
US0311621009,Amgen,0.621621621621622,0.648648648648649,0.815789473684211,0.75,0.711538461538462,0.743362831858407,0.60655737704918,0.669172932330827,0.702830188679245,0.718487394957983,0.738888888888889,0.690721649484536,0.771929824561403,0.825263157894737,0.801587301587302,0.815181518151815,0.783783783783784,0.673684210526316
ID1000191109,Amman Minera,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.8,0.5
KR7090430000,Amore Pacific,,,,,0.0,0.5,0.5,1.0,0.571428571428571,0.642857142857143,0.4375,0.454545454545454,0.6,0.565217391304348,0.76,0.642857142857143,0.3,0.125
US0320951017,Amphenol Network Solutions,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
FR0004125920,Amundi,,,0.0,1.0,1.0,1.0,0.4,1.0,0.666666666666667,0.791666666666667,0.576923076923077,0.714285714285714,1.0,0.84,0.96875,0.846153846153846,0.935483870967742,0.793103448275862
MX01AM050019,América Móvil,,,,,,1.0,1.0,0.666666666666667,0.5,0.777777777777778,0.5,1.0,0.923076923076923,0.8,0.78125,0.75,0.75,0.875
US0326541051,Analog Devices,0.846153846153846,0.75,0.857142857142857,0.95,0.96551724137931,0.872340425531915,0.791666666666667,0.790697674418605,0.842696629213483,0.773809523809524,0.786516853932584,0.847826086956522,0.801526717557252,0.839041095890411,0.851063829787234,0.848297213622291,0.791773778920309,0.803030303030303
CNE0000014G0,Angel Yeast,,,,,,,,,,,,,,,1.0,0.5,,
GB00BTK05J60,Anglo American,,1.0,1.0,1.0,1.0,0.666666666666667,0.851851851851852,0.829545454545455,0.882352941176471,0.923076923076923,0.9,0.875,0.941176470588235,0.942857142857143,0.911016949152542,0.872586872586873,0.903508771929825,0.834710743801653
GB00BRXH2664,AngloGold Ashanti,,,,1.0,0.5,0.5,0.846153846153846,0.866666666666667,0.727272727272727,0.952380952380952,0.885714285714286,0.846153846153846,0.898550724637681,0.883495145631068,0.862068965517241,0.906976744186046,0.901408450704225,0.870967741935484
BE0974293251,Anheuser-Busch InBev,,0.0,0.0,0.5,0.307692307692308,0.565217391304348,0.474358974358974,0.482758620689655,0.609865470852018,0.522435897435897,0.554347826086957,0.677002583979328,0.699453551912568,0.687413554633472,0.718801996672213,0.647969052224371,0.668831168831169,0.657142857142857
CNE1000047B9,Anker Innovations,,,,,,,,,,,,1.0,,1.0,1.0,0.666666666666667,0.5,1.0
US0357108390,Annaly Capital Management,,,,,,,,0.0,0.0,0.6,,1.0,,1.0,1.0,,0.666666666666667,
GB0000456144,Antofagasta,,,,,,,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
IE00BLP1HW54,Aon,0.2,0.538461538461538,0.588235294117647,0.346153846153846,0.66,0.552941176470588,0.620689655172414,0.6625,0.67027027027027,0.671130952380952,0.650406504065041,0.706457925636008,0.754273504273504,0.773333333333333,0.802898550724638,0.786036036036036,0.741176470588235,0.708053691275168
US03769M1062,Apollo Global Management,,,,,,0.5,1.0,0.333333333333333,0.833333333333333,0.4,0.625,0.6,0.769230769230769,0.59375,0.666666666666667,0.703703703703704,0.8,0.689655172413793
INE702C01027,Apollo Tubes,,,,,1.0,,,,1.0,0.666666666666667,0.25,0.0,0.666666666666667,0.6,0.6,0.666666666666667,0.5,1.0
US03831W1080,AppLovin,,,,,,,1.0,1.0,0.875,0.75,1.0,0.954545454545455,0.904761904761905,0.625,0.652173913043478,0.571428571428571,0.523809523809524,0.538461538461538
US0382221051,Applied Materials,0.517241379310345,0.307692307692308,0.38,0.479166666666667,0.6625,0.568807339449541,0.669291338582677,0.709876543209877,0.737931034482759,0.72027972027972,0.779411764705882,0.702127659574468,0.848648648648649,0.789115646258503,0.828282828282828,0.84,0.808716707021792,0.727678571428571
JE00BTDN8H13,Aptiv,,,,,,,,,,0.8,0.771929824561403,0.730061349693252,0.703703703703704,0.729268292682927,0.745810055865922,0.692307692307692,0.570588235294118,0.793510324483776
SA0007879105,Arab National Bank,,,,,,1.0,1.0,0.75,,0.2,0.333333333333333,1.0,0.666666666666667,0.333333333333333,0.8,0.666666666666667,0.25,
US2538681030,Arbor Realty Trust,,,,,,,,,,,,1.0,,,,,0.666666666666667,0.882352941176471
